,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
2146,57,blue-collar,divorced,basic.6y,unknown,no,no,cellular,jul,tue,632.0,6,999,0,nonexistent,yes
2147,55,retired,married,basic.4y,no,no,no,cellular,may,tue,43.0,5,999,0,nonexistent,no
2148,32,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,tue,282.0,6,999,0,nonexistent,no
2149,53,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84.0,2,999,0,nonexistent,no
2150,39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,563.0,1,999,0,nonexistent,no
2151,55,entrepreneur,married,professional.course,unknown,yes,no,cellular,jul,fri,168.0,2,999,0,nonexistent,no
2152,37,technician,single,professional.course,no,no,no,telephone,jun,thu,635.0,3,999,0,nonexistent,no
2153,36,self-employed,divorced,basic.4y,no,no,no,telephone,jun,fri,825.0,2,999,0,nonexistent,no
2154,32,technician,married,high.school,no,yes,no,cellular,nov,wed,352.0,4,999,0,nonexistent,no
2155,35,technician,married,university.degree,no,unknown,unknown,cellular,aug,thu,1579.0,2,999,0,nonexistent,yes
2156,36,services,married,high.school,no,no,no,cellular,jun,thu,101.0,3,999,0,nonexistent,no
2157,43,services,married,high.school,no,yes,no,telephone,may,mon,312.0,1,999,0,nonexistent,no
2158,62,technician,married,unknown,no,yes,no,cellular,jul,mon,248.0,1,999,2,failure,yes
2159,41,admin.,married,high.school,no,no,no,cellular,apr,mon,160.0,1,999,0,nonexistent,no
2160,50,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,264.0,4,999,0,nonexistent,no
2161,59,services,married,basic.4y,unknown,no,no,cellular,aug,thu,93.0,7,999,0,nonexistent,no
2162,38,technician,married,professional.course,no,yes,no,cellular,sep,fri,166.0,1,999,0,nonexistent,no
2163,58,housemaid,married,basic.4y,unknown,no,no,cellular,nov,tue,91.0,2,999,0,nonexistent,no
2164,39,admin.,married,university.degree,no,no,no,telephone,may,fri,78.0,1,999,0,nonexistent,no
2165,32,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,tue,295.0,1,999,0,nonexistent,no
2166,31,technician,single,university.degree,no,no,no,cellular,aug,tue,409.0,7,999,0,nonexistent,no
2167,44,admin.,married,basic.9y,unknown,yes,yes,cellular,aug,thu,18.0,10,999,0,nonexistent,no
2168,46,unemployed,married,basic.9y,no,yes,no,cellular,may,mon,205.0,1,999,1,failure,no
2169,24,services,single,high.school,no,yes,no,telephone,jun,tue,117.0,1,999,0,nonexistent,no
2170,34,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,247.0,3,999,0,nonexistent,no
2171,35,admin.,married,university.degree,no,yes,yes,telephone,may,mon,66.0,9,999,0,nonexistent,no
2172,43,management,married,university.degree,no,no,no,cellular,aug,mon,75.0,1,999,0,nonexistent,no
2173,60,admin.,married,unknown,no,no,no,cellular,nov,tue,787.0,1,7,2,success,yes
2174,62,retired,married,professional.course,no,yes,no,cellular,may,mon,212.0,4,999,0,nonexistent,no
2175,32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,151.0,3,999,0,nonexistent,no
2176,43,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,81.0,2,999,0,nonexistent,no
2177,30,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,308.0,5,999,0,nonexistent,no
2178,32,technician,single,high.school,no,yes,no,cellular,aug,fri,85.0,2,999,0,nonexistent,no
2179,53,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,277.0,1,999,0,nonexistent,no
2180,31,technician,married,university.degree,no,yes,yes,cellular,aug,thu,265.0,3,999,0,nonexistent,no
2181,40,services,married,high.school,no,yes,no,cellular,jul,wed,254.0,2,999,0,nonexistent,no
2182,38,admin.,married,university.degree,no,no,no,telephone,jun,tue,311.0,2,999,0,nonexistent,no
2183,25,student,single,university.degree,no,no,no,cellular,apr,thu,236.0,1,999,0,nonexistent,no
2184,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,693.0,2,999,0,nonexistent,no
2185,55,entrepreneur,married,professional.course,unknown,no,no,cellular,jul,fri,149.0,2,999,0,nonexistent,no
2186,34,blue-collar,single,basic.9y,no,yes,no,cellular,apr,mon,8.0,3,999,0,nonexistent,no
2187,23,admin.,single,high.school,no,yes,no,cellular,may,thu,638.0,1,6,1,success,no
2188,26,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,tue,188.0,5,999,0,nonexistent,no
2189,56,services,married,high.school,unknown,no,no,telephone,may,fri,331.0,1,999,0,nonexistent,no
2190,38,management,married,university.degree,no,yes,yes,cellular,nov,tue,353.0,1,999,0,nonexistent,no
2191,34,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,203.0,1,1,1,success,no
2192,30,technician,single,professional.course,no,no,no,cellular,may,mon,79.0,4,999,1,failure,no
2193,47,management,married,basic.4y,unknown,no,yes,telephone,may,fri,251.0,3,999,0,nonexistent,no
2194,37,admin.,married,high.school,no,yes,no,cellular,may,tue,7.0,5,999,0,nonexistent,no
2195,57,retired,single,high.school,no,no,no,telephone,may,mon,166.0,2,999,0,nonexistent,no
2196,28,technician,married,university.degree,no,no,no,cellular,may,mon,41.0,1,999,0,nonexistent,no
2197,34,entrepreneur,single,basic.9y,no,no,yes,cellular,nov,wed,139.0,3,999,0,nonexistent,no
2198,29,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,104.0,2,999,0,nonexistent,no
2199,32,services,married,high.school,no,unknown,unknown,cellular,jun,tue,172.0,1,999,1,failure,no
2200,31,admin.,single,high.school,no,yes,no,cellular,jul,wed,926.0,1,999,0,nonexistent,yes
2201,32,services,married,high.school,unknown,yes,no,cellular,may,mon,536.0,2,999,0,nonexistent,yes
2202,40,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,53.0,1,999,0,nonexistent,no
2203,42,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,thu,124.0,2,999,0,nonexistent,no
2204,33,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,86.0,1,999,0,nonexistent,no
2205,38,management,married,university.degree,no,yes,no,cellular,nov,wed,122.0,2,999,0,nonexistent,no
2206,30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,73.0,3,999,0,nonexistent,no
2207,35,admin.,married,university.degree,no,unknown,unknown,telephone,jul,tue,78.0,4,999,0,nonexistent,no
2208,29,services,married,professional.course,unknown,no,no,telephone,jun,thu,46.0,1,999,0,nonexistent,no
2209,43,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,380.0,3,999,0,nonexistent,no
2210,47,management,married,university.degree,no,no,no,cellular,aug,thu,152.0,1,999,0,nonexistent,no
2211,57,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,857.0,4,999,0,nonexistent,yes
2212,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,62.0,4,999,0,nonexistent,no
2213,29,services,married,basic.9y,no,yes,no,cellular,nov,thu,755.0,1,999,0,nonexistent,yes
2214,45,management,married,university.degree,no,yes,no,cellular,jul,thu,391.0,1,999,0,nonexistent,no
2215,42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133.0,2,999,0,nonexistent,yes
2216,24,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,thu,17.0,7,999,0,nonexistent,no
2217,37,admin.,married,university.degree,no,no,no,cellular,aug,wed,356.0,1,999,0,nonexistent,no
2218,37,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,204.0,1,999,0,nonexistent,no
2219,55,retired,married,high.school,no,yes,no,cellular,apr,fri,213.0,1,999,1,failure,no
2220,36,management,married,university.degree,no,no,no,cellular,nov,wed,75.0,1,999,0,nonexistent,no
2221,53,retired,divorced,high.school,unknown,yes,no,cellular,jul,tue,84.0,3,999,0,nonexistent,no
2222,36,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,138.0,2,999,0,nonexistent,no
2223,36,admin.,single,university.degree,no,yes,no,cellular,may,thu,19.0,8,999,1,failure,no
2224,47,services,divorced,high.school,no,yes,no,cellular,may,mon,254.0,1,999,0,nonexistent,no
2225,28,technician,divorced,professional.course,no,no,no,telephone,may,mon,71.0,1,999,0,nonexistent,no
2226,60,retired,married,high.school,no,no,no,cellular,sep,wed,200.0,1,6,1,success,yes
2227,24,services,single,high.school,no,no,no,cellular,may,thu,47.0,1,999,1,failure,no
2228,56,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,wed,185.0,2,999,0,nonexistent,no
2229,37,technician,divorced,professional.course,no,no,no,cellular,aug,tue,65.0,2,999,0,nonexistent,no
2230,25,services,married,high.school,no,unknown,unknown,cellular,jul,tue,160.0,2,999,0,nonexistent,no
2231,76,retired,married,university.degree,no,yes,no,cellular,aug,thu,504.0,2,6,3,success,yes
2232,56,housemaid,married,basic.4y,unknown,no,no,cellular,may,wed,206.0,1,999,0,nonexistent,no
2233,46,housemaid,married,basic.4y,no,no,no,telephone,may,fri,68.0,2,999,0,nonexistent,no
2234,54,admin.,married,university.degree,unknown,yes,no,cellular,jul,thu,65.0,43,999,0,nonexistent,no
2235,30,services,married,basic.9y,unknown,yes,no,cellular,nov,mon,209.0,1,999,0,nonexistent,no
2236,41,technician,married,university.degree,no,yes,no,telephone,may,fri,67.0,3,999,0,nonexistent,no
2237,42,self-employed,single,professional.course,no,yes,no,telephone,jul,thu,171.0,3,999,0,nonexistent,no
2238,26,services,single,university.degree,no,yes,no,cellular,jul,wed,142.0,8,999,0,nonexistent,no
2239,39,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,494.0,3,999,0,nonexistent,no
2240,19,student,single,basic.9y,no,yes,no,cellular,may,tue,203.0,1,999,3,failure,no
2241,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,823.0,1,999,0,nonexistent,yes
2242,40,technician,married,professional.course,no,yes,no,cellular,nov,thu,180.0,1,999,1,failure,no
2243,27,services,married,high.school,unknown,no,no,telephone,jun,fri,73.0,3,999,0,nonexistent,no
2244,34,admin.,divorced,university.degree,no,no,no,telephone,may,tue,382.0,2,999,0,nonexistent,no
2245,27,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,603.0,1,999,0,nonexistent,no
2246,26,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,209.0,1,999,0,nonexistent,no
2247,35,admin.,single,high.school,no,no,no,cellular,may,thu,923.0,1,999,0,nonexistent,yes
2248,58,retired,divorced,professional.course,no,no,no,cellular,apr,thu,430.0,1,999,0,nonexistent,yes
2249,46,admin.,divorced,high.school,unknown,no,yes,telephone,may,mon,178.0,5,999,0,nonexistent,no
2250,30,student,single,high.school,no,no,no,cellular,aug,thu,200.0,1,999,1,failure,no
2251,33,admin.,married,unknown,no,unknown,unknown,telephone,may,fri,137.0,1,999,0,nonexistent,no
2252,40,admin.,married,university.degree,no,no,no,cellular,aug,tue,618.0,2,999,0,nonexistent,yes
2253,50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130.0,3,999,0,nonexistent,yes
2254,58,admin.,single,university.degree,no,no,no,cellular,may,tue,358.0,1,999,0,nonexistent,no
2255,36,technician,single,university.degree,no,yes,no,cellular,may,wed,317.0,1,999,1,failure,no
2256,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,216.0,2,999,0,nonexistent,no
2257,51,admin.,married,high.school,no,no,no,telephone,jun,mon,368.0,12,999,0,nonexistent,no
2258,26,admin.,single,university.degree,no,no,no,telephone,jul,wed,342.0,5,999,0,nonexistent,no
2259,41,technician,married,high.school,no,no,no,cellular,aug,wed,209.0,3,999,0,nonexistent,no
2260,34,admin.,married,high.school,no,no,yes,cellular,may,wed,811.0,1,999,0,nonexistent,no
2261,49,technician,married,professional.course,no,no,no,cellular,aug,wed,125.0,3,999,0,nonexistent,no
2262,36,services,married,high.school,no,no,no,telephone,jun,fri,166.0,1,999,0,nonexistent,no
2263,30,student,single,professional.course,no,yes,no,telephone,jul,wed,343.0,9,999,0,nonexistent,no
2264,24,blue-collar,married,professional.course,no,no,no,cellular,jul,tue,240.0,10,999,0,nonexistent,no
2265,43,unknown,married,high.school,unknown,no,no,telephone,may,tue,109.0,2,999,0,nonexistent,no
2266,23,blue-collar,married,high.school,no,no,yes,telephone,jun,thu,173.0,3,999,0,nonexistent,no
2267,38,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,65.0,5,999,0,nonexistent,no
2268,31,technician,single,professional.course,no,yes,no,cellular,aug,mon,263.0,2,999,0,nonexistent,no
2269,31,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,97.0,5,999,0,nonexistent,no
2270,64,retired,married,professional.course,no,no,no,cellular,jun,tue,222.0,1,999,3,failure,yes
2271,47,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,wed,89.0,1,999,0,nonexistent,no
2272,29,technician,single,basic.9y,no,no,no,cellular,may,thu,20.0,1,999,0,nonexistent,no
2273,46,technician,married,high.school,no,yes,no,cellular,may,tue,368.0,1,999,0,nonexistent,no
2274,57,blue-collar,divorced,professional.course,no,no,no,telephone,may,thu,100.0,5,999,0,nonexistent,no
2275,59,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,115.0,1,999,0,nonexistent,no
2276,35,technician,single,university.degree,no,yes,no,cellular,aug,fri,974.0,4,999,0,nonexistent,yes
2277,34,technician,single,high.school,no,no,no,cellular,aug,fri,64.0,1,999,0,nonexistent,no
2278,35,admin.,married,high.school,no,yes,no,telephone,jun,fri,131.0,4,999,0,nonexistent,no
2279,56,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,83.0,1,999,0,nonexistent,no
2280,48,unemployed,married,university.degree,no,yes,no,cellular,mar,tue,279.0,1,999,2,failure,yes
2281,29,technician,single,professional.course,no,no,no,telephone,may,thu,388.0,2,999,0,nonexistent,no
2282,55,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,86.0,1,999,0,nonexistent,no
2283,40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,121.0,2,999,0,nonexistent,no
2284,48,services,divorced,basic.4y,no,no,no,cellular,nov,wed,134.0,1,999,0,nonexistent,no
2285,53,blue-collar,married,basic.6y,unknown,unknown,unknown,cellular,aug,thu,134.0,3,999,0,nonexistent,no
2286,60,retired,married,university.degree,no,yes,no,cellular,may,tue,133.0,1,3,1,success,yes
2287,35,management,married,university.degree,unknown,yes,yes,cellular,aug,wed,216.0,7,999,0,nonexistent,no
2288,30,technician,divorced,professional.course,no,no,no,cellular,jul,wed,180.0,1,999,0,nonexistent,no
2289,39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,387.0,1,6,2,success,yes
2290,43,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,207.0,1,999,0,nonexistent,no
2291,45,management,married,university.degree,no,no,no,telephone,may,fri,255.0,3,999,0,nonexistent,no
2292,50,admin.,married,high.school,no,no,no,cellular,jul,wed,140.0,3,999,0,nonexistent,yes
2293,40,technician,married,professional.course,no,yes,no,cellular,aug,thu,258.0,6,999,0,nonexistent,no
2294,44,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,wed,71.0,3,999,0,nonexistent,no
2295,31,admin.,single,university.degree,no,yes,no,cellular,nov,tue,84.0,4,999,0,nonexistent,no
2296,26,unemployed,single,university.degree,no,yes,no,cellular,apr,thu,618.0,1,999,0,nonexistent,yes
2297,45,technician,married,university.degree,no,yes,no,telephone,nov,mon,275.0,1,999,0,nonexistent,no
2298,27,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,wed,62.0,1,999,0,nonexistent,no
2299,33,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,84.0,4,999,0,nonexistent,no
2300,34,entrepreneur,single,basic.9y,no,no,no,cellular,nov,tue,386.0,1,999,0,nonexistent,no
2301,42,admin.,married,university.degree,no,yes,yes,cellular,jul,tue,156.0,1,999,0,nonexistent,no
2302,33,admin.,married,university.degree,no,no,yes,telephone,jun,mon,232.0,1,999,0,nonexistent,no
2303,40,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,84.0,2,999,0,nonexistent,no
2304,31,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,114.0,1,999,1,failure,no
2305,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,302.0,2,999,0,nonexistent,no
2306,65,retired,single,university.degree,no,no,no,cellular,nov,thu,88.0,2,3,2,success,yes
2307,28,technician,married,basic.9y,no,yes,no,cellular,jul,mon,236.0,2,999,0,nonexistent,no
2308,29,services,married,basic.9y,no,no,no,telephone,may,fri,116.0,3,999,0,nonexistent,no
2309,48,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,118.0,3,999,0,nonexistent,no
2310,49,technician,divorced,professional.course,no,yes,no,cellular,jul,mon,253.0,3,15,1,success,yes
2311,48,admin.,single,high.school,no,no,no,cellular,jul,fri,135.0,2,999,0,nonexistent,no
2312,41,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,262.0,2,999,0,nonexistent,no
2313,24,technician,single,basic.9y,no,no,no,cellular,may,fri,87.0,3,999,0,nonexistent,no
2314,43,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,may,fri,148.0,1,999,0,nonexistent,no
2315,30,admin.,single,university.degree,no,no,no,cellular,jun,fri,92.0,2,999,0,nonexistent,no
2316,55,retired,divorced,high.school,unknown,yes,no,telephone,may,wed,359.0,1,999,0,nonexistent,no
2317,25,admin.,single,basic.9y,no,yes,yes,cellular,jul,thu,8.0,21,999,0,nonexistent,no
2318,37,admin.,single,university.degree,no,no,no,cellular,aug,mon,102.0,2,999,0,nonexistent,no
2319,25,self-employed,single,university.degree,no,no,no,cellular,aug,wed,169.0,2,999,1,failure,no
2320,45,admin.,married,high.school,no,yes,no,cellular,nov,wed,90.0,1,999,1,failure,no
2321,34,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,116.0,1,999,0,nonexistent,no
2322,68,retired,single,university.degree,no,yes,no,cellular,sep,fri,139.0,1,999,0,nonexistent,no
2323,38,technician,single,university.degree,no,no,no,telephone,jun,thu,72.0,1,999,0,nonexistent,no
2324,57,retired,married,university.degree,no,yes,no,cellular,jul,mon,322.0,11,999,0,nonexistent,no
2325,29,admin.,single,high.school,no,no,no,telephone,jun,wed,283.0,1,999,0,nonexistent,no
2326,39,self-employed,single,high.school,no,yes,no,cellular,nov,fri,169.0,1,999,0,nonexistent,no
2327,27,admin.,single,university.degree,no,yes,no,cellular,mar,wed,210.0,1,6,2,success,yes
2328,35,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,mon,180.0,4,999,0,nonexistent,no
2329,58,retired,married,professional.course,unknown,no,yes,cellular,aug,mon,85.0,5,999,0,nonexistent,no
2330,32,admin.,married,university.degree,no,no,no,telephone,may,fri,546.0,3,999,1,failure,no
2331,26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,232.0,1,999,0,nonexistent,no
2332,32,blue-collar,single,basic.9y,no,yes,no,cellular,nov,thu,276.0,1,999,1,failure,yes
2333,57,retired,divorced,high.school,no,no,no,telephone,may,wed,114.0,2,999,0,nonexistent,no
2334,56,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,161.0,1,999,0,nonexistent,no
2335,36,technician,married,professional.course,no,yes,no,cellular,aug,wed,174.0,1,999,0,nonexistent,no
2336,30,admin.,married,university.degree,no,yes,no,cellular,jul,fri,71.0,2,999,0,nonexistent,no
2337,51,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,41.0,1,999,0,nonexistent,no
2338,51,admin.,single,university.degree,no,no,no,telephone,may,mon,120.0,7,999,0,nonexistent,no
2339,31,admin.,married,university.degree,no,no,no,cellular,apr,fri,170.0,1,999,0,nonexistent,no
2340,25,services,married,high.school,no,no,no,cellular,may,thu,112.0,2,999,0,nonexistent,no
2341,36,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,339.0,4,999,0,nonexistent,no
2342,31,services,married,high.school,no,yes,no,cellular,jul,mon,354.0,1,999,0,nonexistent,no
2343,30,admin.,single,university.degree,no,yes,no,cellular,may,mon,160.0,4,999,1,failure,no
2344,48,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,thu,85.0,2,999,0,nonexistent,no
2345,32,entrepreneur,single,university.degree,no,yes,yes,cellular,nov,thu,74.0,2,999,1,failure,no
2346,59,retired,married,university.degree,no,yes,no,cellular,aug,wed,160.0,3,999,0,nonexistent,no
2347,44,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,147.0,1,999,0,nonexistent,no
2348,36,technician,single,university.degree,no,yes,no,cellular,aug,mon,101.0,3,999,0,nonexistent,no
2349,43,services,married,basic.6y,no,yes,no,cellular,may,fri,68.0,1,999,0,nonexistent,no
2350,32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,491.0,1,999,0,nonexistent,no
2351,36,blue-collar,married,high.school,no,yes,yes,telephone,may,thu,426.0,6,999,0,nonexistent,no
2352,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,60.0,1,999,0,nonexistent,no
2353,55,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,385.0,6,999,0,nonexistent,no
2354,24,admin.,single,high.school,no,no,no,cellular,jun,thu,352.0,2,999,1,failure,yes
2355,52,unemployed,divorced,high.school,no,no,no,cellular,aug,tue,96.0,2,999,0,nonexistent,no
2356,47,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,160.0,1,999,0,nonexistent,no
2357,31,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,72.0,6,999,0,nonexistent,no
2358,47,services,married,basic.6y,no,yes,no,cellular,may,thu,201.0,2,999,1,failure,no
2359,28,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,120.0,2,999,0,nonexistent,no
2360,41,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,178.0,3,999,1,failure,no
2361,31,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,228.0,3,999,0,nonexistent,no
2362,55,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,23.0,1,999,0,nonexistent,no
2363,37,management,single,basic.9y,no,no,no,cellular,oct,thu,137.0,1,999,0,nonexistent,yes
2364,43,admin.,single,university.degree,no,yes,no,cellular,jul,mon,73.0,6,999,0,nonexistent,no
2365,46,admin.,married,high.school,unknown,yes,no,cellular,apr,mon,9.0,1,999,0,nonexistent,no
2366,48,blue-collar,married,high.school,no,no,no,telephone,may,fri,34.0,3,999,0,nonexistent,no
2367,50,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,213.0,1,999,0,nonexistent,no
2368,31,admin.,single,high.school,no,yes,no,telephone,jul,mon,120.0,3,999,0,nonexistent,no
2369,31,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,414.0,1,999,0,nonexistent,yes
2370,36,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,69.0,4,999,1,failure,no
2371,29,admin.,married,university.degree,no,no,no,cellular,may,wed,101.0,5,999,1,failure,no
2372,34,services,single,basic.6y,no,yes,no,cellular,apr,mon,249.0,1,999,0,nonexistent,no
2373,31,technician,married,professional.course,no,no,yes,cellular,aug,wed,90.0,1,999,0,nonexistent,no
2374,45,self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,797.0,1,999,0,nonexistent,yes
2375,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,87.0,2,999,0,nonexistent,no
2376,50,management,married,basic.9y,no,no,no,cellular,oct,mon,151.0,2,6,2,failure,no
2377,53,technician,married,professional.course,unknown,no,no,cellular,jul,fri,69.0,1,999,0,nonexistent,no
2378,48,technician,married,university.degree,no,yes,no,cellular,aug,tue,247.0,1,999,0,nonexistent,no
2379,38,blue-collar,divorced,high.school,no,yes,no,cellular,may,tue,334.0,6,999,1,failure,no
2380,50,admin.,divorced,basic.9y,no,yes,no,telephone,may,wed,179.0,1,999,0,nonexistent,no
2381,55,housemaid,single,university.degree,no,yes,no,telephone,aug,tue,11.0,1,999,0,nonexistent,no
2382,30,admin.,married,high.school,no,yes,no,telephone,may,mon,434.0,4,999,0,nonexistent,no
2383,31,,single,basic.9y,no,no,no,cellular,jul,mon,221.0,3,999,0,nonexistent,no
2384,31,services,married,high.school,no,no,no,telephone,may,mon,102.0,2,999,0,nonexistent,no
2385,37,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,mon,17.0,1,999,1,failure,no
2386,32,entrepreneur,married,high.school,no,no,no,telephone,may,fri,248.0,3,999,0,nonexistent,no
2387,36,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,226.0,1,999,0,nonexistent,no
2388,33,management,married,high.school,no,no,yes,cellular,nov,wed,375.0,1,999,0,nonexistent,no
2389,32,technician,single,professional.course,no,yes,no,cellular,aug,tue,473.0,3,999,0,nonexistent,yes
2390,52,services,married,high.school,no,yes,no,telephone,may,tue,108.0,4,999,0,nonexistent,no
2391,59,unknown,married,unknown,unknown,no,no,telephone,jun,thu,701.0,1,999,0,nonexistent,yes
2392,26,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,59.0,1,999,0,nonexistent,no
2393,27,technician,single,professional.course,no,no,no,cellular,may,thu,311.0,1,999,0,nonexistent,no
2394,52,admin.,married,university.degree,no,no,yes,telephone,may,mon,134.0,2,999,0,nonexistent,no
2395,41,management,single,high.school,no,no,no,telephone,may,tue,120.0,1,999,0,nonexistent,no
2396,33,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,225.0,1,5,1,success,no
2397,43,technician,married,university.degree,no,yes,no,cellular,aug,thu,74.0,4,999,0,nonexistent,no
2398,18,student,single,basic.9y,no,no,no,cellular,dec,thu,412.0,2,999,0,nonexistent,yes
2399,40,management,married,high.school,no,yes,no,cellular,aug,wed,286.0,1,999,0,nonexistent,no
2400,53,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,376.0,2,999,1,failure,no
2401,37,technician,married,university.degree,no,no,no,cellular,aug,mon,124.0,2,999,0,nonexistent,no
2402,31,self-employed,married,university.degree,no,yes,yes,telephone,jun,mon,464.0,1,999,0,nonexistent,no
2403,42,unknown,married,university.degree,no,no,yes,cellular,jul,wed,255.0,1,999,0,nonexistent,no
2404,31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,48.0,4,999,1,failure,no
2405,46,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,88.0,1,999,0,nonexistent,no
2406,28,admin.,single,university.degree,no,yes,no,telephone,may,thu,393.0,2,999,0,nonexistent,no
2407,31,admin.,divorced,university.degree,no,yes,no,telephone,nov,tue,51.0,1,999,0,nonexistent,no
2408,37,unemployed,married,university.degree,no,yes,no,cellular,mar,tue,195.0,1,999,0,nonexistent,yes
2409,49,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,384.0,1,999,0,nonexistent,no
2410,41,services,divorced,basic.9y,no,no,no,telephone,jun,thu,147.0,1,999,0,nonexistent,no
2411,28,technician,married,university.degree,no,yes,no,cellular,may,thu,402.0,1,999,0,nonexistent,no
2412,46,housemaid,married,basic.4y,no,no,no,telephone,may,tue,86.0,4,999,0,nonexistent,no
2413,34,management,married,high.school,no,yes,no,cellular,nov,wed,228.0,3,999,0,nonexistent,no
2414,50,entrepreneur,married,professional.course,unknown,yes,no,cellular,aug,thu,293.0,4,999,0,nonexistent,no
2415,52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,106.0,1,999,0,nonexistent,no
2416,28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,137.0,1,999,0,nonexistent,no
2417,34,technician,married,basic.9y,no,no,no,cellular,nov,tue,110.0,1,999,0,nonexistent,no
2418,59,retired,married,university.degree,unknown,yes,yes,cellular,jul,wed,87.0,16,999,0,nonexistent,no
2419,29,admin.,single,high.school,no,yes,no,cellular,jul,tue,303.0,1,999,0,nonexistent,no
